,Method,MSE,Med MSE,SINGLE 1 Avg Regret,SINGLE 1 Med Regret,SINGLE 1 Avg Relative Regret,SINGLE 1 Med Relative Regret,SINGLE 1 Optimality Rate,SINGLE 2 Avg Regret,SINGLE 2 Med Regret,SINGLE 2 Avg Relative Regret,SINGLE 2 Med Relative Regret,SINGLE 2 Optimality Rate,SINGLE 3 Avg Regret,SINGLE 3 Med Regret,SINGLE 3 Avg Relative Regret,SINGLE 3 Med Relative Regret,SINGLE 3 Optimality Rate,MULTI 1 Avg Regret,MULTI 1 Med Regret,MULTI 1 Avg Relative Regret,MULTI 1 Med Relative Regret,MULTI 1 Optimality Rate,Elapsed,Elapsed Val
0,separated+mse,"[2.6494582296768283, 2.5518952644766513, 2.637412357672535, 2.662507270474721]","[1.3115345961652536, 1.3887769020734981, 1.3588460841109185, 1.316098744353451]",0.31,0.0,0.0,0.021459547530571138,0.8,0.36,0.0,0.0,0.02338929592618858,0.78,0.34,0.0,0.0,0.025553992128477976,0.81,0.34,0.0,0.0,0.028154958384585784,0.82,62.96087837219238,3.8529648780822754
1,comb+mse,2.6380131934145497,1.3341099983116687,0.35,0.0,0.023153991965275355,0.023153991965275355,0.77,0.37,0.0,0.023964082245667314,0.023964082245667314,0.76,0.31,0.0,0.02435464572865216,0.02435464572865216,0.82,0.35,0.0,0.026904958401599677,0.026904958401599677,0.82,51.02785515785217,3.266272783279419
2,gradnorm+mse,2.6063274005028547,1.3322611852380661,0.31,0.0,0.019366577047552676,0.019366577047552676,0.8,0.39,0.0,0.021887422615641708,0.021887422615641708,0.79,0.32,0.0,0.024163235835479423,0.024163235835479423,0.82,0.27,0.0,0.02334753544999001,0.02334753544999001,0.85,23.90139150619507,1.3756799697875977
