,Method,MSE,Med MSE,SINGLE 1 Avg Regret,SINGLE 1 Med Regret,SINGLE 1 Avg Relative Regret,SINGLE 1 Med Relative Regret,SINGLE 1 Optimality Rate,SINGLE 2 Avg Regret,SINGLE 2 Med Regret,SINGLE 2 Avg Relative Regret,SINGLE 2 Med Relative Regret,SINGLE 2 Optimality Rate,SINGLE 3 Avg Regret,SINGLE 3 Med Regret,SINGLE 3 Avg Relative Regret,SINGLE 3 Med Relative Regret,SINGLE 3 Optimality Rate,MULTI 1 Avg Regret,MULTI 1 Med Regret,MULTI 1 Avg Relative Regret,MULTI 1 Med Relative Regret,MULTI 1 Optimality Rate,Elapsed,Elapsed Val
0,separated+mse,"[268.19235336222755, 267.95096481088643, 273.58808883424535, 273.7854625379614]","[7.590706591291018, 8.071737441869924, 7.4383095795048835, 6.89010596594131]",11.13,2.0,0.08571428562244898,0.1091147449566617,0.262,9.599,2.0,0.0833333328125,0.11293439127505173,0.312,11.695,2.0,0.09999999900000002,0.1246863041918856,0.281,10.841,2.0,0.09999999900000002,0.1272763955373219,0.289,51.49276852607727,35.14999723434448
1,comb+mse,284.81000838602915,6.311223511930677,10.871,2.0,0.10604507383517205,0.10604507383517205,0.284,8.867,2.0,0.10698714321275125,0.10698714321275125,0.324,10.205,2.0,0.11304102916047387,0.11304102916047387,0.319,10.047,2.0,0.11503099904749806,0.11503099904749806,0.313,36.66195321083069,34.20313572883606
2,gradnorm+mse,286.7429933089643,6.129132139067346,10.316,2.0,0.1039728317289782,0.1039728317289782,0.27,10.272,2.0,0.11102295597443873,0.11102295597443873,0.305,10.684,2.0,0.1150693622254248,0.1150693622254248,0.306,10.185,2.0,0.11748552895640539,0.11748552895640539,0.312,33.00930166244507,31.518173933029175
