,Method,MSE,Med MSE,SINGLE 1 Avg Regret,SINGLE 1 Med Regret,SINGLE 1 Avg Relative Regret,SINGLE 1 Med Relative Regret,SINGLE 1 Optimality Rate,SINGLE 2 Avg Regret,SINGLE 2 Med Regret,SINGLE 2 Avg Relative Regret,SINGLE 2 Med Relative Regret,SINGLE 2 Optimality Rate,SINGLE 3 Avg Regret,SINGLE 3 Med Regret,SINGLE 3 Avg Relative Regret,SINGLE 3 Med Relative Regret,SINGLE 3 Optimality Rate,MULTI 1 Avg Regret,MULTI 1 Med Regret,MULTI 1 Avg Relative Regret,MULTI 1 Med Relative Regret,MULTI 1 Optimality Rate,Elapsed,Elapsed Val
0,separated+mse,"[8.301953401117993, 8.54508060606369, 8.369510202531798, 8.324552004395784]","[3.1251723692928457, 3.0457566150663706, 3.1393925755930043, 2.901327405402637]",2.704,2.0,0.06666666644444444,0.07619210711799801,0.247,2.678,2.0,0.07142857117346939,0.0847316966937274,0.291,2.517,2.0,0.07142857104591838,0.0858512729898831,0.283,2.789,2.0,0.0833333326388889,0.09840358102738332,0.264,9.105571269989014,1.258915662765503
1,comb+mse,10.602267850033996,3.7875565813162977,2.615,2.0,0.0751226333819694,0.0751226333819694,0.256,2.7,2.0,0.08592152393005086,0.08592152393005086,0.265,2.705,2.0,0.09068598376785908,0.09068598376785908,0.271,2.898,2.0,0.1012442389727018,0.1012442389727018,0.248,7.389857769012451,1.0881147384643555
2,gradnorm+mse,10.698881077889673,3.993670248412921,2.757,2.0,0.08079015457870688,0.08079015457870688,0.226,2.874,2.0,0.09148301442554727,0.09148301442554727,0.265,2.736,2.0,0.09306842110720724,0.09306842110720724,0.263,2.926,2.0,0.10077770549371695,0.10077770549371695,0.26,8.147323608398438,1.1791822910308838
