,Method,MSE,Med MSE,SINGLE 1 Avg Regret,SINGLE 1 Med Regret,SINGLE 1 Avg Relative Regret,SINGLE 1 Med Relative Regret,SINGLE 1 Optimality Rate,SINGLE 2 Avg Regret,SINGLE 2 Med Regret,SINGLE 2 Avg Relative Regret,SINGLE 2 Med Relative Regret,SINGLE 2 Optimality Rate,SINGLE 3 Avg Regret,SINGLE 3 Med Regret,SINGLE 3 Avg Relative Regret,SINGLE 3 Med Relative Regret,SINGLE 3 Optimality Rate,MULTI 1 Avg Regret,MULTI 1 Med Regret,MULTI 1 Avg Relative Regret,MULTI 1 Med Relative Regret,MULTI 1 Optimality Rate,Elapsed,Elapsed Val
0,separated,"[725.8081154374638, 725.6045877110765, 728.7302190003701, 729.8259679711633]","[12.445194276483459, 12.264233175135539, 11.91469774765125, 12.717029402590164]",18.466,4.0,0.11999999952,0.14178309300797026,0.199,19.021,4.0,0.14348739488308374,0.16187927849095757,0.206,18.888,4.0,0.14090073514273188,0.15882076307098028,0.224,19.542,4.0,0.15814584149070107,0.18522610881567977,0.197,116.3513994216919,103.30771827697754
1,comb,720.9599478062738,11.271591038926939,13.913,2.0,0.10755750677202905,0.10755750677202905,0.282,15.6,2.0,0.12465233572177244,0.12465233572177244,0.275,16.383,3.0,0.13516176265589333,0.13516176265589333,0.257,14.71,2.0,0.13599300139874093,0.13599300139874093,0.252,115.15633606910706,119.05469369888306
2,gradnorm,721.2562923015561,10.762269562430486,13.121,2.0,0.10622992870577144,0.10622992870577144,0.266,13.26,2.0,0.11365280226415143,0.11365280226415143,0.285,13.406,2.0,0.12287586281340146,0.12287586281340146,0.294,13.973,2.0,0.13001917402077834,0.13001917402077834,0.258,114.53998684883118,115.8942084312439
