,Method,MSE,Med MSE,SINGLE 1 Avg Regret,SINGLE 1 Med Regret,SINGLE 1 Avg Relative Regret,SINGLE 1 Med Relative Regret,SINGLE 1 Optimality Rate,SINGLE 2 Avg Regret,SINGLE 2 Med Regret,SINGLE 2 Avg Relative Regret,SINGLE 2 Med Relative Regret,SINGLE 2 Optimality Rate,SINGLE 3 Avg Regret,SINGLE 3 Med Regret,SINGLE 3 Avg Relative Regret,SINGLE 3 Med Relative Regret,SINGLE 3 Optimality Rate,MULTI 1 Avg Regret,MULTI 1 Med Regret,MULTI 1 Avg Relative Regret,MULTI 1 Med Relative Regret,MULTI 1 Optimality Rate,Elapsed,Elapsed Val
0,separated+mse,"[5.476307287541762, 5.768417898343437, 5.532863183606002, 5.588209491560455]","[2.538175751332737, 2.579729308402871, 2.5577891101999892, 2.5968992659129517]",2.714,2.0,0.06666666622222223,0.07686753234323311,0.233,2.821,2.0,0.07142857117346939,0.08871103495202273,0.281,2.757,2.0,0.07999999968,0.09164072423834554,0.282,2.794,2.0,0.0833333329861111,0.09652777566800454,0.278,8.114866495132446,0.8574309349060059
1,comb+mse,8.416069364856204,3.1845944304229836,2.76,2.0,0.07895433949891145,0.07895433949891145,0.235,2.806,2.0,0.08844114566085429,0.08844114566085429,0.263,2.712,2.0,0.09044579488173562,0.09044579488173562,0.29,2.657,2.0,0.09345508753995933,0.09345508753995933,0.286,10.782243490219116,1.4138672351837158
2,gradnorm+mse,7.814706491484518,3.0397347151067695,2.717,2.0,0.07850689184145922,0.07850689184145922,0.238,2.904,2.0,0.09271779635881906,0.09271779635881906,0.254,2.833,2.0,0.09612942636378287,0.09612942636378287,0.268,2.824,2.0,0.0998387829606162,0.0998387829606162,0.257,8.675416707992554,0.924889326095581
