,Method,MSE,Med MSE,SINGLE 1 Avg Regret,SINGLE 1 Med Regret,SINGLE 1 Avg Relative Regret,SINGLE 1 Med Relative Regret,SINGLE 1 Optimality Rate,SINGLE 2 Avg Regret,SINGLE 2 Med Regret,SINGLE 2 Avg Relative Regret,SINGLE 2 Med Relative Regret,SINGLE 2 Optimality Rate,SINGLE 3 Avg Regret,SINGLE 3 Med Regret,SINGLE 3 Avg Relative Regret,SINGLE 3 Med Relative Regret,SINGLE 3 Optimality Rate,MULTI 1 Avg Regret,MULTI 1 Med Regret,MULTI 1 Avg Relative Regret,MULTI 1 Med Relative Regret,MULTI 1 Optimality Rate,Elapsed,Elapsed Val
0,separated+mse,"[8.334107680075043, 8.267586458259819, 8.284125892101308, 8.015608773724269]","[4.294620294642906, 4.217430742559512, 4.343483216556054, 4.204661327581544]",8.57,6.0,0.1578947364265928,0.16636631078411893,0.034,8.599,7.0,0.18581293107470734,0.19033712154555826,0.036,8.598,7.0,0.1960784309880815,0.20041912963082567,0.033,8.54,7.0,0.20833333275462962,0.2115073395654216,0.047,77.42664098739624,64.23102021217346
1,comb+mse,12.402744219251904,5.918879863453862,8.962,7.0,0.17296110132977158,0.17296110132977158,0.031,8.155,6.0,0.17877429701061218,0.17877429701061218,0.044,8.615,7.0,0.19666387535350607,0.19666387535350607,0.034,8.325,6.0,0.20372860731952738,0.20372860731952738,0.052,73.19619250297546,69.87658166885376
2,gradnorm+mse,11.480165242259615,5.667805930067145,8.69,7.0,0.17093508579824981,0.17093508579824981,0.019,8.398,7.0,0.18461727017851146,0.18461727017851146,0.04,8.566,7.0,0.19399040850121715,0.19399040850121715,0.045,8.251,6.0,0.20520332054095322,0.20520332054095322,0.054,68.41984224319458,63.489681243896484
