,MSE,Regret,Relative Regret,Optimal
0,15.364621792095317,4.0,0.10810810781592403,0.0
1,1.7026181024589129,1.0,0.062499999609374995,0.0
2,11.670184208174838,9.0,0.2812499991210937,0.0
3,1.3050726595248014,2.0,0.11764705813148789,0.0
4,35.25781126530734,14.0,0.2641509428978284,0.0
5,7.369980351943717,8.0,0.28571428469387755,0.0
6,23.677478499009805,5.0,0.13888888850308642,0.0
7,118.41724846870665,8.0,0.07999999992000001,0.0
8,2.080817724526942,8.0,0.30769230650887575,0.0
9,5.729455299640243,4.0,0.13333333288888888,0.0
10,32.28672490962752,8.0,0.1212121210284665,0.0
11,9.84878383733262,0.0,0.0,1.0
12,153.60434812988436,3.0,0.025210084012428503,0.0
13,27.361328191285903,18.0,0.2999999995,0.0
14,13.240854345334979,9.0,0.19999999955555556,0.0
15,4.567030979256768,0.0,0.0,1.0
16,1.4410698552261068,0.0,0.0,1.0
17,2.227503741615014,5.0,0.24999999874999998,0.0
18,2.9462120536787975,3.0,0.15789473601108034,0.0
19,7.816606174563269,5.0,0.09433962246351014,0.0
20,2.31528934376816,1.0,0.03999999984,0.0
21,2.202245380506942,5.0,0.35714285459183676,0.0
22,83.84804679358211,6.0,0.07142857134353742,0.0
23,40.695901236919255,6.0,0.12244897934194085,0.0
24,24.674538798759407,11.0,0.24444444390123457,0.0
25,1.787660152913979,1.0,0.04166666649305555,0.0
26,1.1424675558006414,2.0,0.13333333244444445,0.0
27,26.46049549046744,7.0,0.11864406759551853,0.0
28,2.751332026904222,5.0,0.1999999992,0.0
29,5.10718228200765,11.0,0.3793103435196195,0.0
30,25.224523426976084,14.0,0.28571428513119534,0.0
31,21.55079939514264,3.0,0.0714285712585034,0.0
32,4.822369274055677,3.0,0.09374999970703125,0.0
33,20.448745799407963,9.0,0.19148936129470348,0.0
34,2.1972476424644403,2.0,0.09999999949999999,0.0
35,2.7344394427920014,7.0,0.2258064508844953,0.0
36,6.701808858856907,5.0,0.15151515105601468,0.0
37,113.36698490206287,0.0,0.0,1.0
38,38.22618882470824,16.0,0.25806451571279915,0.0
39,9.301258831293863,5.0,0.18518518449931412,0.0
40,1.7219993050169813,5.0,0.2777777762345679,0.0
41,16.112970702763395,7.0,0.18918918867786705,0.0
42,1.8157978428789565,0.0,0.0,1.0
43,5.063989130011765,3.0,0.14285714217687073,0.0
44,16.67103555908418,7.0,0.1627906972958356,0.0
45,3.7883905709937715,4.0,0.13333333288888888,0.0
46,4.218475507049325,4.0,0.18181818099173552,0.0
47,15.70855063783471,4.0,0.07272727259504132,0.0
48,1.53136289749934,2.0,0.07999999968,0.0
49,6.135132585479109,0.0,0.0,1.0
50,31.934339296066117,10.0,0.1923076919378698,0.0
51,20.522361160216953,10.0,0.21739130387523628,0.0
52,89.08785410115779,33.0,0.3437499996419271,0.0
53,2.9355210275638792,9.0,0.35999999856,0.0
54,1.3220638704432246,3.0,0.16666666574074074,0.0
55,7.412843984003432,7.0,0.18918918867786705,0.0
56,9.653323109270318,2.0,0.054054053907962016,0.0
57,5.84827436504755,6.0,0.149999999625,0.0
58,1.9302168841851455,9.0,0.42857142653061225,0.0
59,48.13995147870966,0.0,0.0,1.0
60,13.578300708009547,14.0,0.349999999125,0.0
61,5.475472788823409,4.0,0.19999999899999998,0.0
62,10.778197827801186,8.0,0.18604651119524065,0.0
63,24.633846024332186,9.0,0.20930232509464575,0.0
64,3.81020016858205,3.0,0.1153846149408284,0.0
65,2.117757660547694,0.0,0.0,1.0
66,17.691116226342775,5.0,0.10416666644965278,0.0
67,2.664286250826814,4.0,0.22222222098765432,0.0
68,39.60531931793486,15.0,0.23809523771730914,0.0
69,4.556751832592954,8.0,0.28571428469387755,0.0
70,1.2090655708435138,1.0,0.07692307633136096,0.0
71,4.72126623914199,1.0,0.04761904739229025,0.0
72,0.7648183898277132,0.0,0.0,1.0
73,1.4810597586764482,4.0,0.1739130427221172,0.0
74,10.260555952189707,7.0,0.17948717902695593,0.0
75,22.0994380723831,4.0,0.12121212084481175,0.0
76,6.128836922588487,2.0,0.0869565213610586,0.0
77,1.3655667740610866,4.0,0.23529411626297578,0.0
78,1.5473311471764755,2.0,0.11111111049382716,0.0
79,1.3105519047457461,1.0,0.058823529065743944,0.0
80,3.503410601151359,6.0,0.2307692298816568,0.0
81,5.528105606779214,16.0,0.4999999984375,0.0
82,9.751174091800026,4.0,0.1481481475994513,0.0
83,2.8982145450179018,2.0,0.0833333329861111,0.0
84,41.92891520863089,12.0,0.21818181778512397,0.0
85,6.177875810912192,2.0,0.06666666644444444,0.0
86,23.71246673226295,0.0,0.0,1.0
87,18.09813870874598,13.0,0.30952380878684804,0.0
88,2.6237644836289054,3.0,0.11999999952,0.0
89,11.331995518838742,7.0,0.18918918867786705,0.0
90,1.0835554698708578,5.0,0.35714285459183676,0.0
91,15.070330293494637,0.0,0.0,1.0
92,43.521346786705415,7.0,0.11290322562434964,0.0
93,122.01999258443144,21.0,0.20792079187334575,0.0
94,13.067623792969387,0.0,0.0,1.0
95,16.07446141091465,6.0,0.12499999973958333,0.0
96,1.0873703608828698,1.0,0.06666666622222223,0.0
97,36.11162449103944,6.0,0.08695652161310649,0.0
98,6.2151093297779845,8.0,0.2424242416896235,0.0
99,1.3010435837189502,1.0,0.06666666622222223,0.0
