,Method,MSE,Med MSE,SINGLE 1 Avg Regret,SINGLE 1 Med Regret,SINGLE 1 Avg Relative Regret,SINGLE 1 Med Relative Regret,SINGLE 1 Optimality Rate,SINGLE 2 Avg Regret,SINGLE 2 Med Regret,SINGLE 2 Avg Relative Regret,SINGLE 2 Med Relative Regret,SINGLE 2 Optimality Rate,SINGLE 3 Avg Regret,SINGLE 3 Med Regret,SINGLE 3 Avg Relative Regret,SINGLE 3 Med Relative Regret,SINGLE 3 Optimality Rate,MULTI 1 Avg Regret,MULTI 1 Med Regret,MULTI 1 Avg Relative Regret,MULTI 1 Med Relative Regret,MULTI 1 Optimality Rate,Elapsed,Elapsed Val
0,separated+mse,"[8.346356873374207, 8.774432773579518, 8.362409357949916, 8.3522142269877]","[5.345531678898488, 5.666137265469695, 5.284787362517207, 5.222344179110642]",5.499,4.0,0.1428571425170068,0.15628280250832902,0.079,5.903,4.0,0.1666666652777778,0.18402098106328305,0.089,5.558999996628493,4.0,0.1666666652777778,0.1830932533455594,0.116,5.289,4.0,0.1666666659722222,0.18416667063781286,0.133,28.954535722732544,72.73741149902344
1,comb+mse,13.354391154602908,5.474273841025415,5.976,4.0,0.16486563926928655,0.16486563926928655,0.078,5.603,4.0,0.1760142771111276,0.1760142771111276,0.104,5.364,4.0,0.18184869065122483,0.18184869065122483,0.109,5.16,4.0,0.18195789082547195,0.18195789082547195,0.128,4.4697065353393555,15.395646333694458
2,gradnorm+mse,13.437716120473471,5.511505904279449,5.819,4.0,0.16255189307364512,0.16255189307364512,0.081,5.77,4.0,0.17755167852365955,0.17755167852365955,0.113,5.583,4.0,0.18298548803337839,0.18298548803337839,0.111,5.27,4.0,0.18264366394212683,0.18264366394212683,0.13,4.635749101638794,13.963585615158081
