,Method,MSE,Med MSE,SINGLE 1 Avg Regret,SINGLE 1 Med Regret,SINGLE 1 Avg Relative Regret,SINGLE 1 Med Relative Regret,SINGLE 1 Optimality Rate,SINGLE 2 Avg Regret,SINGLE 2 Med Regret,SINGLE 2 Avg Relative Regret,SINGLE 2 Med Relative Regret,SINGLE 2 Optimality Rate,SINGLE 3 Avg Regret,SINGLE 3 Med Regret,SINGLE 3 Avg Relative Regret,SINGLE 3 Med Relative Regret,SINGLE 3 Optimality Rate,MULTI 1 Avg Regret,MULTI 1 Med Regret,MULTI 1 Avg Relative Regret,MULTI 1 Med Relative Regret,MULTI 1 Optimality Rate,Elapsed,Elapsed Val
0,separated+mse,"[6.548491624592569, 6.716322320277583, 6.907581242368467, 6.6569821998913445]","[3.419917310286589, 3.410451897208568, 3.5069525213023147, 3.6053721666633924]",5.637,4.0,0.12861869276234006,0.1399397659929998,0.073,5.368,4.0,0.1428571418367347,0.14952634701540757,0.104,5.338,4.0,0.14379699218189979,0.15826937146540465,0.111,5.517,4.0,0.16363636341322313,0.17111135197126937,0.119,32.95819640159607,27.339516162872314
1,comb+mse,9.555928644889034,4.103208949130524,5.582,4.0,0.13811060640288014,0.13811060640288014,0.07,5.5939999770324675,4.0,0.1534267813250392,0.1534267813250392,0.101,5.05,4.0,0.1498789573862862,0.1498789573862862,0.118,5.325,4.0,0.16397655673722913,0.16397655673722913,0.13,19.689278602600098,16.710522651672363
2,gradnorm+mse,9.581803521093352,4.332990624654886,5.7,4.0,0.14305068813041,0.14305068813041,0.067,5.625,4.0,0.1548607164554817,0.1548607164554817,0.096,5.15,4.0,0.15300165698524387,0.15300165698524387,0.129,5.436,4.0,0.16833417866537287,0.16833417866537287,0.123,18.713041067123413,15.531235694885254
