,MSE,Regret,Relative Regret,Optimal
0,6.169312417224988,0.0,0.0,1.0
1,5.6791390026422865,0.0,0.0,1.0
2,4.002509460827375,0.0,0.0,1.0
3,6.287635612878548,0.0,0.0,1.0
4,1038.592868055112,40.0,0.14234875439774064,0.0
5,2169.928915166719,157.0,0.43611111098996913,0.0
6,208.88691234025333,14.0,0.09333333327111111,0.0
7,1.8264586018667512,2.0,0.0624999998046875,0.0
8,275.90291819240775,18.0,0.11042944778501261,0.0
9,1.5258226291087251,0.0,0.0,1.0
10,2.031686127007001,1.0,0.24999999375000015,0.0
11,2.15451362493072,0.0,0.0,1.0
12,4.203554824613567,0.0,0.0,1.0
13,2.7220754202857393,0.0,0.0,1.0
14,4.277590092709458,0.0,0.0,1.0
15,6100.658380878271,237.0,0.3726415093753708,0.0
16,1125.4304945685403,0.0,0.0,1.0
17,4.607162692928743,0.0,0.0,1.0
18,37.28629532891887,3.0,0.04411764699394464,0.0
19,3.173863618237701,1.0,0.04545454524793388,0.0
20,3.244520886279091,0.0,0.0,1.0
21,64.77752194440133,3.0,0.029999999970000003,0.0
22,47.239386946387796,0.0,0.0,1.0
23,2783.9100337286773,111.0,0.27959697725954735,0.0
24,3.3669439290529968,0.0,0.0,1.0
25,254.7088957479297,47.0,0.34057970989813063,0.0
26,5.912550596508007,10.0,0.3124999990234375,0.0
27,5.022252883933258,0.0,0.0,1.0
28,16.50645214383835,0.0,0.0,1.0
29,2.181902924294934,0.0,0.0,1.0
30,2.604169948284963,4.0,0.190476189569161,0.0
31,2.8470828758790043,1.0,0.19999999600000007,0.0
32,2.6823759234618985,1.0,0.062499999609374995,0.0
33,13.994459133223218,0.0,0.0,1.0
34,19.5768074236781,1.0,0.058823529065743944,0.0
35,114.14966204010845,0.0,0.0,1.0
36,12.149623904451458,0.0,0.0,1.0
37,1.3114490780963852,1.0,0.24999999375000015,0.0
38,2215.2615969925764,143.0,0.3557213929463379,0.0
39,1.2655789580741454,2.0,0.09999999949999999,0.0
40,1.3947438003676695,2.0,0.11111111049382716,0.0
41,95.52610646843668,34.0,0.2931034480231867,0.0
42,5.390177992834839,1.0,0.07142857091836735,0.0
43,63.98799980952164,14.0,0.11764705872466634,0.0
44,1.5832515160556804,2.0,0.11111111049382716,0.0
45,69.99380649388962,15.0,0.13761467877283057,0.0
46,2.5032912093825646,0.0,0.0,1.0
47,622.3878796033938,124.0,0.4979919676714892,0.0
48,15.818794688255261,0.0,0.0,1.0
49,4.696360169431667,2.0,0.06451612882414151,0.0
50,5.203784537730427,4.0,0.09523809501133787,0.0
51,4945.318573751313,190.0,0.3074433656460448,0.0
52,4.371166995313307,0.0,0.0,1.0
53,123.67020766795547,30.0,0.2542372879201379,0.0
54,25.408201639865904,27.0,0.48214285628188774,0.0
55,4.453525522653692,1.0,0.24999999375000015,0.0
56,2.5011121398847207,0.0,0.0,1.0
57,594.9430996945922,15.0,0.0663716813865612,0.0
58,3.092990847536052,0.0,0.0,1.0
59,21.643811071537286,4.0,0.06060606051423325,0.0
60,2.3694351681818335,3.0,0.13636363574380164,0.0
