,Method,MSE,Med MSE,SINGLE 1 Avg Regret,SINGLE 1 Med Regret,SINGLE 1 Avg Relative Regret,SINGLE 1 Med Relative Regret,SINGLE 1 Optimality Rate,SINGLE 2 Avg Regret,SINGLE 2 Med Regret,SINGLE 2 Avg Relative Regret,SINGLE 2 Med Relative Regret,SINGLE 2 Optimality Rate,SINGLE 3 Avg Regret,SINGLE 3 Med Regret,SINGLE 3 Avg Relative Regret,SINGLE 3 Med Relative Regret,SINGLE 3 Optimality Rate,MULTI 1 Avg Regret,MULTI 1 Med Regret,MULTI 1 Avg Relative Regret,MULTI 1 Med Relative Regret,MULTI 1 Optimality Rate,Elapsed,Elapsed Val
0,separated+mse,"[12.804370009699294, 13.46508450676215, 13.139641141029019, 12.039400609920202]","[11.74503885022158, 12.382590125546525, 11.881562520362284, 10.725545142507041]",7.728,8.0,0.18561584801874514,0.18801180299646317,0.007,5.812,5.0,0.1612903220603538,0.16972489921332481,0.061,6.278,6.0,0.18181818126721763,0.18860917548387332,0.023,5.546,5.0,0.16666666604166666,0.17557737272175303,0.069,35.59573674201965,24.476337909698486
1,comb+mse,17.63903004449665,16.83160917360462,7.698,7.0,0.18705743776443318,0.18705743776443318,0.012,5.922,6.0,0.17125646073923165,0.17125646073923165,0.06,6.195,6.0,0.18697034093332598,0.18697034093332598,0.027,5.594,5.0,0.17681137018791845,0.17681137018791845,0.073,25.60154438018799,26.12740659713745
2,gradnorm+mse,17.26731522870766,16.09527421976903,7.636,7.0,0.18567347990340993,0.18567347990340993,0.01,6.929,7.0,0.19736741814345923,0.19736741814345923,0.031,6.083,6.0,0.18322062973726308,0.18322062973726308,0.026,5.455,5.0,0.17264952451004073,0.17264952451004073,0.071,25.643510341644287,24.861273288726807
