,Method,MSE,Med MSE,SINGLE 1 Avg Regret,SINGLE 1 Med Regret,SINGLE 1 Avg Relative Regret,SINGLE 1 Med Relative Regret,SINGLE 1 Optimality Rate,SINGLE 2 Avg Regret,SINGLE 2 Med Regret,SINGLE 2 Avg Relative Regret,SINGLE 2 Med Relative Regret,SINGLE 2 Optimality Rate,SINGLE 3 Avg Regret,SINGLE 3 Med Regret,SINGLE 3 Avg Relative Regret,SINGLE 3 Med Relative Regret,SINGLE 3 Optimality Rate,MULTI 1 Avg Regret,MULTI 1 Med Regret,MULTI 1 Avg Relative Regret,MULTI 1 Med Relative Regret,MULTI 1 Optimality Rate,Elapsed,Elapsed Val
0,separated,"[19.698664582869373, 20.322215660850652, 20.16619235670115, 20.113223035932542]","[7.298937435162572, 7.487174461602683, 7.629475372471088, 7.797957314727771]",3.284,2.0,0.07999999968,0.08973698845417095,0.202,3.203,2.0,0.07999999968,0.10017209536600183,0.228,3.1930000051312564,2.0,0.0869565213610586,0.10233186849521161,0.258,3.238,2.0,0.09090909049586776,0.11004015531290377,0.256,47.6214439868927,4.919431924819946
1,comb,19.404409685141303,7.1693359969858275,3.275,2.0,0.08921685620121739,0.08921685620121739,0.225,3.074,2.0,0.09417148695916995,0.09417148695916995,0.258,3.0410000051312562,2.0,0.09990155176140637,0.09990155176140637,0.266,3.161,2.0,0.106789200634242,0.106789200634242,0.27,54.190650939941406,4.5811545848846436
2,gradnorm,18.912354535049104,6.807077633826532,3.292,2.0,0.09092498854600299,0.09092498854600299,0.201,2.878,2.0,0.09379184287232206,0.09379184287232206,0.248,2.989000005131256,2.0,0.10069646192232819,0.10069646192232819,0.265,3.135,2.0,0.10551088059787313,0.10551088059787313,0.275,48.85255432128906,6.145925283432007
