,Method,MSE,Med MSE,SINGLE 1 Avg Regret,SINGLE 1 Med Regret,SINGLE 1 Avg Relative Regret,SINGLE 1 Med Relative Regret,SINGLE 1 Optimality Rate,SINGLE 2 Avg Regret,SINGLE 2 Med Regret,SINGLE 2 Avg Relative Regret,SINGLE 2 Med Relative Regret,SINGLE 2 Optimality Rate,SINGLE 3 Avg Regret,SINGLE 3 Med Regret,SINGLE 3 Avg Relative Regret,SINGLE 3 Med Relative Regret,SINGLE 3 Optimality Rate,MULTI 1 Avg Regret,MULTI 1 Med Regret,MULTI 1 Avg Relative Regret,MULTI 1 Med Relative Regret,MULTI 1 Optimality Rate,Elapsed,Elapsed Val
0,separated+mse,"[5.080757048838017, 5.153548897404753, 5.08742055982049, 5.04766104991775]","[2.475674910781536, 2.4697532066241537, 2.5426912959711405, 2.4873603856460975]",2.7,2.0,0.062499999609374995,0.07508600856658572,0.261,2.713,2.0,0.07142857091836735,0.0853290312297101,0.301,2.725,2.0,0.07692307662721894,0.09008213039862412,0.28,2.832,2.0,0.08220720675041596,0.0954683343947077,0.295,17.540059804916382,3.0245273113250732
1,comb+mse,7.976118337259674,2.978624576636823,2.856,2.0,0.08059684853883983,0.08059684853883983,0.244,2.81,2.0,0.0869190112473372,0.0869190112473372,0.294,2.689,2.0,0.08968668304772791,0.08968668304772791,0.276,2.766,2.0,0.09423948357067377,0.09423948357067377,0.303,14.374183893203735,2.4140372276306152
2,gradnorm+mse,7.437852820792779,3.0000821864193785,2.855,2.0,0.08045729922564868,0.08045729922564868,0.239,2.821,2.0,0.08885019974099237,0.08885019974099237,0.276,2.796,2.0,0.09299109458407441,0.09299109458407441,0.269,2.873,2.0,0.09792477080833391,0.09792477080833391,0.289,14.443826913833618,2.3180739879608154
