,Method,MSE,Med MSE,SINGLE 1 Avg Regret,SINGLE 1 Med Regret,SINGLE 1 Avg Relative Regret,SINGLE 1 Med Relative Regret,SINGLE 1 Optimality Rate,SINGLE 2 Avg Regret,SINGLE 2 Med Regret,SINGLE 2 Avg Relative Regret,SINGLE 2 Med Relative Regret,SINGLE 2 Optimality Rate,SINGLE 3 Avg Regret,SINGLE 3 Med Regret,SINGLE 3 Avg Relative Regret,SINGLE 3 Med Relative Regret,SINGLE 3 Optimality Rate,MULTI 1 Avg Regret,MULTI 1 Med Regret,MULTI 1 Avg Relative Regret,MULTI 1 Med Relative Regret,MULTI 1 Optimality Rate,Elapsed,Elapsed Val
0,separated+mse,"[6.355200371781072, 7.368623469312825, 6.70040406342383, 6.523499542936654]","[5.485781308805468, 6.097083293325863, 5.820044910717277, 5.692806632048994]",4.657,4.0,0.12903225764828302,0.13476874058907504,0.062,4.601,4.0,0.14285714234693878,0.1551839927874338,0.072,4.104,4.0,0.13333333288888888,0.14585079972661538,0.094,4.034,3.0,0.14285714217687073,0.1528592392613579,0.138,32.844468116760254,23.280396223068237
1,comb+mse,9.78251289723724,8.2254386995,4.901,4.0,0.14362882996598064,0.14362882996598064,0.046,4.445,4.0,0.15020838113932705,0.15020838113932705,0.096,4.224,4.0,0.150833527102679,0.150833527102679,0.074,4.154,4.0,0.15499116632762902,0.15499116632762902,0.127,28.525728702545166,27.73812198638916
2,gradnorm+mse,12.037414729780878,10.168262845723232,4.956,4.0,0.14496012105160574,0.14496012105160574,0.054,4.893,4.0,0.16364689438400848,0.16364689438400848,0.061,4.551,4.0,0.16291843197496567,0.16291843197496567,0.066,4.454,4.0,0.16631925158824762,0.16631925158824762,0.122,14.409452438354492,14.713619470596313
