,Method,MSE,Med MSE,SINGLE 1 Avg Regret,SINGLE 1 Med Regret,SINGLE 1 Avg Relative Regret,SINGLE 1 Med Relative Regret,SINGLE 1 Optimality Rate,SINGLE 2 Avg Regret,SINGLE 2 Med Regret,SINGLE 2 Avg Relative Regret,SINGLE 2 Med Relative Regret,SINGLE 2 Optimality Rate,SINGLE 3 Avg Regret,SINGLE 3 Med Regret,SINGLE 3 Avg Relative Regret,SINGLE 3 Med Relative Regret,SINGLE 3 Optimality Rate,MULTI 1 Avg Regret,MULTI 1 Med Regret,MULTI 1 Avg Relative Regret,MULTI 1 Med Relative Regret,MULTI 1 Optimality Rate,Elapsed,Elapsed Val
0,separated,"[28.02986239088116, 28.294963993493546, 27.69744154342819, 28.148957106787527]","[7.113328877804861, 7.412626181979031, 7.088369740871364, 7.412690999427988]",5.332,3.0,0.11111111018518519,0.12626455163353664,0.131,5.877,3.0,0.13680926895016737,0.15216224032803316,0.153,5.437,3.0,0.1428571424489796,0.1583478302234181,0.14,5.281,3.0,0.1470588230968858,0.15922027940449596,0.15,147.86256623268127,133.2734522819519
1,comb,27.471353570605633,7.023259238912223,4.564,3.0,0.11009510577988078,0.11009510577988078,0.179,4.346,2.0,0.11515108150613768,0.11515108150613768,0.236,4.5,2.0,0.12623016741923718,0.12623016741923718,0.207,4.329,3.0,0.128412444110886,0.128412444110886,0.216,149.48750138282776,154.61527013778687
2,gradnorm,27.13442317177366,6.789807216891925,4.492,3.0,0.10802199096720828,0.10802199096720828,0.191,4.401,3.0,0.11863190848156206,0.11863190848156206,0.229,4.548,3.0,0.12953702362897185,0.12953702362897185,0.211,4.402,3.0,0.13432439854285286,0.13432439854285286,0.212,135.82790279388428,133.0606985092163
